"Name","GlobalID","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","EarlyExportName","EarlyExportNameMaxTownHall","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","AreEdgesUnpassableByVillagers","ExportNameBuildAnim","ExportNameUpgradeAnim","AlternateExportName","AlternateUpgradeExportName","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","HeroTavern","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","NormalModeTID","AlternateModeTID","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","AltCoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainShootingDistance","ChainAttackDistance","ChainAttackDepth","ChainAttackFactor","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","Pushback","PushbackTime","PushbackHousingLimit","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","HousesGuardians","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopDynamic","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCostDivisor","ActivateCombatOnDamageTaken","ActivateAfterSeconds","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","RandomizeTarget","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","PreviewScenarioUpgradePreview","PreviewScenarioUpgrading","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","SecondaryTroopAttacker","SpawnTimer","SpawnOnAttack","SummonTroopCount","HealthRecoveryPercent","MergeRequirement","ProjectileBounces","UseCustomCornerPiecesInEnds","UseCustomCornerPiecesInTurns","UseCustomCornerPiecesInTJunctions","DieSpellAttacker","MiniLevels","StatBars","RetargetAfterHit","AltModeStatBars","SpecialAbilities","SpecialAbilitiesLevel","SeasonalDefense","Animation","UseBattleIdleAnimation","Building3D","TargetingImmunitySiegeMachines","TargetingImmunityHeroes","TargetingImmunityOtherCharacters","TargetingImmunityTH_CC","TargetingImmunityStorages","TargetingImmunityWalls","TargetingImmunityOtherBuildings","TargetingImmunityTotems"
,,4,,,,,,,"clocktower_lvl4",,,,,,0,6,0,0,,300000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"clocktower_lvl5",,,,,,0,12,0,0,,700000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"clocktower_lvl6",,,,,,1,0,0,0,,1200000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"clocktower_lvl7",,,,,,2,0,0,0,,1700000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,"clocktower_lvl8",,,,,,3,0,0,0,,2200000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,"clocktower_lvl9",,,,,,4,0,0,0,,2700000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,"clocktower_lvl10",,,,,,5,0,0,0,,3700000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"newVillage_clockTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Battle Machine Altar",1000053,1,"TID_WARMACHINE","TID_WARMACHINE_INFO","Army",,,"sc/buildings.sc","heroaltar_warmachine_lvl1",,"air_mortar_const","heroaltar_warmachine_broken",,,0,12,0,0,"Elixir2",900000,5,5,3,3,,,"heroaltar_barbarian_king_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_REQUIRED_BUILDERS_HALL_LEVEL",,,250,1,,,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,,,"destroyedBuilding_3m_pit_rock",2,2,,"heroaltar_base",,,,,,,,,,,,,,,,,,,,,"Hero Altar Pickup","Hero Altar Place",,,,,,,"TRUE",1,,,,,,,,,,"TRUE","BB Battle Machine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Battle Copter Altar",1000080,1,"TID_HERO_BATTLE_COPTER","TID_HERO_INFO_BATTLE_COPTER","Army",,,"sc/buildings2.sc","BB_hero_altar_flying",,"air_mortar_const","BB_hero_altar_flying",,,0,0,0,0,"Elixir2",2500000,5,5,3,3,,,"heroaltar_barbarian_king_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_REQUIRED_BUILDERS_HALL_LEVEL",,,250,1,,,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,,,"destroyedBuilding_3m_pit_rock",2,2,,"heroaltar_base",,,,,,,,,,,,,,,,,,,,,"Hero Altar Pickup","Hero Altar Place",,,,,,,,,,,,,,,,,,"TRUE","BB Battle Copter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Wall",1000033,1,"TID_BUILDING_WALL","TID_WALL_INFO","Wall",,,"sc/buildings2.sc","secondVillage_wall_lvl1",,"generic_construction_state1",,,,0,0,0,0,"Gold2",0,2,2,1,1,,,"dummy_particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,1,,,,,,,,,,,,,,,,,"wall_lvl1_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl1",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"secondVillage_wall_lvl2",,,,,,0,0,0,0,,2000,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"secondVillage_wall_lvl3",,,,,,0,0,0,0,,10000,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"secondVillage_wall_lvl4",,,,,,0,0,0,0,,50000,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"secondVillage_wall_lvl5",,,,,,0,0,0,0,,150000,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"secondVillage_wall_lvl6",,,,,,0,0,0,0,,240000,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"secondVillage_wall_lvl7",,,,,,0,0,0,0,,400000,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,"secondVillage_wall_lvl8",,,,,,0,0,0,0,,600000,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,"secondVillage_wall_lvl9",,,,,,0,0,0,0,,800000,9,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,"secondVillage_wall_lvl10",,,,,,0,0,0,0,,1000000,10,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,,,,,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,"Synced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,"Elixir2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Cannon",1000044,1,"TID_BUILDING_CANNON2","TID_CANNON2_INFO","Defense",,,"sc/buildings.sc","basic_turret_lvl1",,"basic_turret_const","basic_turret_broken",,,0,0,1,0,"Gold2",10000,1,1,3,3,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,850,,,,,,800,,,,,,56,,,,"Building Destroyed",,"Cannon Attack",,,,,,,,,"Generic Hit","Cannonball",,,"destroyedBuilding_3s_base_rock",2,2,,"basic_cannon_lvl1_base","FALSE","TRUE",,,,,,,,,,,,,,,,,,,"Basic Turret Pickup","Basic Turret Placing","TRUE",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"Defense2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"basic_turret_lvl2",,,,,,0,0,5,0,,20000,3,3,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,,,62,,,,,,"Cannon Attack",,,,,,,,,,"Cannonball2",,,"destroyedBuilding_3m_pit_rock",,,,"basic_cannon_lvl2_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,"basic_turret_lvl3",,,,,,0,2,0,0,,50000,3,3,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,68,,,,,,"Cannon Attack",,,,,,,,,,"Cannonball2",,,,,,,"basic_cannon_lvl3_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,"basic_turret_lvl4",,,,,,0,8,0,0,,200000,4,4,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,75,,,,,,"Cannon Attack",,,,,,,,,,"Cannonball4",,,,,,,"basic_cannon_lvl4_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,"basic_turret_lvl5",,,,,,1,0,0,0,,600000,5,5,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,82,,,,,,"Cannon Attack Large",,,,,,,,,,"Cannonball4",,,,,,,"basic_cannon_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,"basic_turret_lvl6",,,,,,2,0,0,0,,1000000,6,6,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,90,,,,,,"Cannon Attack Large",,,,,,,,,,"Cannonball5",,,,,,,"basic_cannon_lvl6_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,"basic_turret_lvl7",,,,,,4,0,0,0,,1800000,7,7,,,,,"goldmine_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,99,,,,,,"Cannon Attack Large",,,,,,,,,,"Cannonball5",,,,,,,"basic_cannon_lvl7_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,"basic_turret_lvl8",,,,,,6,0,0,0,,2500000,8,8,,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,109,,,,,,"Cannon Attack Large",,,,,,,,,,"Cannonball7",,,,,,,"basic_cannon_lvl8_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,"basic_turret_lvl9",,,,,,8,0,0,0,,3300000,9,9,,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,,,,,,,,120,,,,,,"Cannon Attack Large",,,,,,,,,,"Cannonball7",,,,,,,"basic_cannon_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,"basic_turret_lvl10",,,,,,9,0,0,0,,4500000,10,10,,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,,,,132,,,,,,"Cannon Attack Large",,,,,,,,,,"Cannonball7",,,,,,,"basic_cannon_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BB Archer Tower",1000048,1,"TID_BUILDING_ARCHER_TOWER2","TID_ARCHER_TOWER2_INFO","Defense",,,"sc/buildings2.sc","adv_archer_tower_lvl1",,"tower_turret_const","adv_archer_tower_broken",,,0,0,5,0,"Gold2",12000,2,2,3,3,,,"tower_turret_upg",,"adv_archer_tower_lvl1_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,1000,"TID_BUILDING_ARCHER_TOWER_LONG_RANGE_CONFIG","TID_BUILDING_ARCHER_TOWER_FAST_CONFIG","TRUE",700,,1000,450,,,40,89,,,,,"Building Destroyed",,"Archer Attack",,,,,,,,,"Generic Hit","Tower Arrow HIGH","Tower Arrow LOW",,"destroyedBuilding_3m_pit_wood",2,2,,"defense_tower_turret_base","TRUE","TRUE",,,,"TRUE","TRUE",,,,,,,,,,,,,"Bow Target","Tower Turret Pickup","Tower Turret Placing",,"Archer",1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,"AirAndGroundDefense2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,"adv_archer_tower_lvl2",,,,,,0,0,15,0,,30000,3,3,,,,,,,"adv_archer_tower_lvl2_air",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,44,98,,,,,,,"Archer Attack",,,,,,,,,"Generic Hit","Tower Arrow HIGH","Tower Arrow LOW",,"destroyedBuilding_3m_pit_wood",,,,"defense_tower_turret_base",,,,,,,,,,,,,,,,,,,,,,,,"Archer",1,150,58,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
